geo	varID	counts	aaID	locus	conseq	2020-01	2020-02	2020-03	2020-04	2020-05	2020-06	2020-07	2020-08	2020-09	2020-10	2020-11	2020-12	2021-01	2021-02	2021-03	samp_2020-01	samp_2020-02	samp_2020-03	samp_2020-04	samp_2020-05	samp_2020-06	samp_2020-07	samp_2020-08	samp_2020-09	samp_2020-10	samp_2020-11	samp_2020-12	samp_2021-01	samp_2021-02	samp_2021-03
California	C2597	132	NA	nsp2	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	18.0	28.0	42.0	34.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	C24349	133	NA	S	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	18.0	29.0	42.0	34.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T8947	123	NA	nsp4	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	17.0	26.0	40.0	31.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T28657	7	NA	N	synonymous	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T12100	124	NA	nsp8	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	17.0	27.0	40.0	31.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T28975	56	M234I	N	missense	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	5.0	6.0	16.0	17.0	8.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T28191	30	V100L	ORF8	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	13.0	7.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	C23155	19	NA	S	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	7.0	6.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T8782	33	NA	nsp4	synonymous	16.67	11.11	21.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T5884	7	NA	nsp3	synonymous	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T18060	27	NA	nsp14	synonymous	0.0	0.0	17.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T17747	24	P504L	nsp13	missense	0.0	5.56	16.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	G17858	24	Y541C	nsp13	missense	0.0	5.56	17.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	C28144	31	L84S	ORF8	missense	16.67	11.11	21.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T25855	14	D155Y	ORF3a	missense	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	5.0	1.0	2.0	0.0	1.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T10319	131	L89F	nsp5	missense	0.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	8.0	13.0	22.0	26.0	26.0	18.0	12.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T3817	10	NA	nsp3	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	5.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T28087	18	A65V	ORF8	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	1.0	0.0	5.0	7.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T25521	13	NA	ORF3a	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	1.0	0.0	2.0	3.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T22597	10	NA	S	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	5.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T22335	7	W258L	S	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	4.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T16394	68	P53L	nsp13	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	6.0	21.0	15.0	21.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T13019	9	NA	nsp9	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	5.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	C9738	67	S395T	nsp4	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	6.0	20.0	15.0	21.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	A13713	67	NA	nsp12	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	6.0	20.0	15.0	21.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T18998	20	A320V	nsp14	missense	0.0	0.0	0.0	2.0	10.0	6.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T11916	31	S25L	nsp7	missense	0.0	0.0	1.0	2.0	10.0	6.0	2.0	6.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	C25947	14	Q185H	ORF3a	missense	0.0	0.0	0.0	1.0	7.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	A29540	20	NA	IGS	noncoding	0.0	0.0	0.0	2.0	10.0	6.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T683	10	NA	nsp1	synonymous	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	2.0	2.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T2668	17	NA	nsp2	synonymous	0.0	0.0	0.0	0.0	4.0	10.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	G10323	34	K90R	nsp5	missense	0.0	0.0	0.0	0.0	0.0	1.0	1.0	7.0	3.0	1.0	6.0	1.0	5.0	5.0	4.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T1457	10	R218C	nsp2	missense	0.0	0.0	0.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T1887	10	A361V	nsp2	missense	0.0	0.0	4.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T9246	8	A231V	nsp4	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T5497	11	NA	nsp3	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	1.0	0.0	3.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T24193	8	NA	S	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T23248	8	NA	S	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T22987	12	NA	S	synonymous	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	5.0	1.0	1.0	1.0	0.0	1.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T22706	8	V382L	S	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T1738	15	NA	nsp2	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	7.0	1.0	1.0	0.0	3.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T29402	11	D377Y	N	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T28869	124	P199L	N	missense	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	8.0	13.0	21.0	25.0	25.0	18.0	12.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T28472	123	P67S	N	missense	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	8.0	12.0	21.0	25.0	25.0	18.0	12.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T25907	122	G172V	ORF3a	missense	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	8.0	12.0	20.0	25.0	25.0	17.0	12.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T23593	10	Q677H	S	missense	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	3.0	1.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T21304	118	R216C	nsp16	missense	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	8.0	13.0	19.0	22.0	24.0	18.0	11.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T14805	35	NA	nsp12	synonymous	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	7.0	5.0	6.0	6.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	G18424	123	N129D	nsp14	missense	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	8.0	12.0	21.0	25.0	25.0	18.0	12.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	G11117	19	I49V	nsp6	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	9.0	9.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	A8083	33	M1788I	nsp3	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	7.0	5.0	6.0	7.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T11083	49	L37F	nsp6	missense	0.0	5.56	6.0	0.0	3.0	5.0	4.0	3.0	7.0	4.0	3.0	3.0	3.0	3.0	4.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T28378	34	NA	N	synonymous	0.0	0.0	0.0	0.0	5.0	4.0	6.0	9.0	8.0	1.0	1.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T7528	8	NA	nsp3	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	3.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T12525	15	T145I	nsp8	missense	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	7.0	4.0	0.0	1.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T4683	11	A655V	nsp3	missense	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	3.0	3.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T1912	10	NA	nsp2	synonymous	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	3.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T15738	14	NA	nsp12	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	2.0	4.0	4.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T11634	8	C221F	nsp6	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	3.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	G11049	8	V26G	nsp6	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	3.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	A11632	10	F220L	nsp6	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	3.0	3.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T21724	9	L54F	S	missense	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	2.0	0.0	0.0	1.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T18877	15	NA	nsp14	synonymous	0.0	5.56	4.0	2.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T23868	9	G769V	S	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	3.0	0.0	0.0	1.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	A16741	10	V169I	nsp13	missense	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T16762	14	L176F	nsp13	missense	0.0	0.0	4.0	2.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T313	16	NA	nsp1	synonymous	0.0	5.56	3.0	0.0	0.0	2.0	1.0	1.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T11596	8	Q208H	nsp6	missense	0.0	0.0	0.0	0.0	0.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	G6716	9	S1333G	nsp3	missense	0.0	0.0	0.0	0.0	0.0	3.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T936	7	T44I	nsp2	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	1.0	1.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T3140	21	P141S	nsp3	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	7.0	10.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T29197	20	NA	N	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	9.0	9.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T21306	17	NA	nsp16	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	9.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T12789	17	T35I	nsp9	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	9.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T10954	17	NA	nsp5	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	9.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T10029	25	T492I	nsp4	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	2.0	7.0	11.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	G23756	42	T732A	S	missense	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	3.0	5.0	5.0	3.0	9.0	11.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	G19974	7	NA	nsp15	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	C19839	51	NA	nsp15	synonymous	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	3.0	6.0	6.0	6.0	3.0	10.0	11.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	A23604	60	P681H	S	missense	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0	1.0	2.0	0.0	3.0	3.0	16.0	28.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	A22995	17	T478K	S	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	9.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T8140	10	NA	nsp3	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	3.0	0.0	1.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	G9204	8	D217G	nsp4	missense	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	G6441	7	K1241R	nsp3	missense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T16260	19	NA	nsp13	synonymous	0.0	0.0	0.0	0.0	1.0	1.0	7.0	2.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T16092	28	NA	nsp12	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	10.0	8.0	4.0	2.0	1.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	T11620	11	NA	nsp6	synonymous	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	4.0	1.0	1.0	1.0	1.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
California	A28821	19	S183Y	N	missense	0.0	0.0	0.0	0.0	1.0	1.0	7.0	2.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	6	18	100	100	100	100	100	100	100	100	100	100	100	100	100
