model	geneID	gene_leng	gen	syn	mis	sum
neut	YP_009725307.1	2796	155	8	22	30
neut	YP_009725307.1	2796	156	10	20	30
neut	YP_009725307.1	2796	157	12	21	33
neut	YP_009725307.1	2796	158	12	20	32
neut	YP_009725307.1	2796	159	17	18	35
neut	YP_009725307.1	2796	160	13	24	37
neut	YP_009725307.1	2796	161	14	18	32
neut	YP_009725307.1	2796	162	11	18	29
neut	YP_009725307.1	2796	163	17	18	35
neut	YP_009725307.1	2796	164	19	17	36
neut	YP_009725307.1	2796	165	21	17	38
neut	YP_009725307.1	2796	166	18	16	34
neut	YP_009725307.1	2796	167	12	16	28
neut	YP_009725307.1	2796	168	13	19	32
neut	YP_009725307.1	2796	169	21	18	39
neut	YP_009725307.1	2796	170	16	18	34
neut	YP_009725307.1	2796	171	13	20	33
neut	YP_009725307.1	2796	172	13	22	35
neut	YP_009725307.1	2796	173	14	23	37
neut	YP_009725307.1	2796	174	18	16	34
neut	YP_009725307.1	2796	175	11	22	33
neut	YP_009725307.1	2796	176	12	23	35
neut	YP_009725307.1	2796	177	14	22	36
neut	YP_009725307.1	2796	178	16	23	39
neut	YP_009725307.1	2796	179	12	25	37
neut	YP_009725307.1	2796	180	13	27	40
neut	YP_009725307.1	2796	181	13	31	44
neut	YP_009725307.1	2796	182	13	29	42
neut	YP_009725307.1	2796	183	15	35	50
neut	YP_009725307.1	2796	184	15	33	48
neut	YP_009725307.1	2796	185	10	21	31
neut	YP_009725307.1	2796	186	16	32	48
neut	YP_009725307.1	2796	187	18	29	47
neut	YP_009725307.1	2796	188	17	25	42
neut	YP_009725307.1	2796	189	17	27	44
neut	YP_009725307.1	2796	190	17	32	49
neut	YP_009725307.1	2796	191	16	23	39
neut	YP_009725307.1	2796	192	14	24	38
neut	YP_009725307.1	2796	193	14	25	39
neut	YP_009725307.1	2796	194	16	35	51
neut	YP_009725307.1	2796	195	19	32	51
neut	YP_009725307.1	2796	196	18	29	47
neut	YP_009725307.1	2796	197	12	25	37
neut	YP_009725307.1	2796	198	17	29	46
neut	YP_009725307.1	2796	199	13	23	36
neut	YP_009725307.1	2796	200	16	34	50
neut	YP_009725307.1	2796	201	14	24	38
neut	YP_009725307.1	2796	202	20	33	53
neut	YP_009725307.1	2796	203	18	44	62
neut	YP_009725307.1	2796	204	16	28	44
neut	YP_009725307.1	2796	205	27	40	67
neut	YP_009725307.1	2796	206	19	39	58
neut	YP_009725307.1	2796	207	23	32	55
neut	YP_009725307.1	2796	208	20	37	57
neut	YP_009725307.1	2796	209	22	36	58
neut	YP_009725307.1	2796	210	23	41	64
neut	YP_009725307.1	2796	211	21	35	56
neut	YP_009725307.1	2796	212	17	37	54
neut	YP_009725307.1	2796	213	21	30	51
neut	YP_009725307.1	2796	214	26	37	63
neut	YP_009725307.1	2796	215	24	34	58
neut	YP_009725307.1	2796	216	17	30	47
neut	YP_009725307.1	2796	217	24	28	52
neut	YP_009725307.1	2796	218	19	29	48
neut	YP_009725307.1	2796	219	18	34	52
neut	YP_009725307.1	2796	220	25	41	66
neut	YP_009725307.1	2796	221	27	43	70
neut	YP_009725307.1	2796	222	22	40	62
neut	YP_009725307.1	2796	223	19	28	47
neut	YP_009725307.1	2796	224	14	23	37
neut	YP_009725307.1	2796	225	22	38	60
neut	YP_009725307.1	2796	226	24	33	57
neut	YP_009725307.1	2796	227	20	33	53
neut	YP_009725307.1	2796	228	18	26	44
neut	YP_009725307.1	2796	229	21	35	56
neut	YP_009725307.1	2796	230	25	37	62
neut	YP_009725307.1	2796	231	19	34	53
neut	YP_009725307.1	2796	232	20	28	48
neut	YP_009725307.1	2796	233	22	36	58
neut	YP_009725307.1	2796	234	20	35	55
neut	YP_009725307.1	2796	235	23	42	65
neut	YP_009725307.1	2796	236	23	36	59
neut	YP_009725307.1	2796	237	24	35	59
neut	YP_009725307.1	2796	238	17	33	50
neut	YP_009725307.1	2796	239	16	33	49
neut	YP_009725307.1	2796	240	24	41	65
neut	YP_009725307.1	2796	241	19	34	53
neut	YP_009725307.1	2796	242	16	36	52
neut	YP_009725307.1	2796	243	21	42	63
neut	YP_009725307.1	2796	244	20	32	52
neut	YP_009725307.1	2796	245	20	35	55
neut	YP_009725307.1	2796	246	21	33	54
neut	YP_009725307.1	2796	247	24	46	70
neut	YP_009725307.1	2796	248	22	38	60
neut	YP_009725307.1	2796	249	18	31	49
neut	YP_009725307.1	2796	250	21	37	58
neut	YP_009725307.1	2796	251	28	46	74
neut	YP_009725307.1	2796	252	25	36	61
neut	YP_009725307.1	2796	253	27	44	71
neut	YP_009725307.1	2796	254	34	50	84
neut	YP_009725307.1	2796	255	28	46	74
neut	YP_009725307.1	2796	256	27	51	78
neut	YP_009725307.1	2796	257	25	42	67
neut	YP_009725307.1	2796	258	33	48	81
neut	YP_009725307.1	2796	259	30	41	71
neut	YP_009725307.1	2796	260	39	58	97
neut	YP_009725307.1	2796	261	24	38	62
neut	YP_009725307.1	2796	262	28	46	74
neut	YP_009725307.1	2796	263	34	49	83
neut	YP_009725307.1	2796	264	28	48	76
neut	YP_009725307.1	2796	265	25	48	73
neut	YP_009725307.1	2796	266	36	44	80
neut	YP_009725307.1	2796	267	30	47	77
neut	YP_009725307.1	2796	268	35	50	85
neut	YP_009725307.1	2796	269	28	35	63
neut	YP_009725307.1	2796	270	37	45	82
neut	YP_009725307.1	2796	271	28	45	73
neut	YP_009725307.1	2796	272	27	36	63
neut	YP_009725307.1	2796	273	29	42	71
neut	YP_009725307.1	2796	274	32	40	72
neut	YP_009725307.1	2796	275	33	48	81
neut	YP_009725307.1	2796	276	32	54	86
neut	YP_009725307.1	2796	277	37	45	82
neut	YP_009725307.1	2796	278	31	48	79
neut	YP_009725307.1	2796	279	37	45	82
neut	YP_009725307.1	2796	280	32	44	76
neut	YP_009725307.1	2796	281	35	49	84
neut	YP_009725307.1	2796	282	31	40	71
neut	YP_009725307.1	2796	283	32	43	75
neut	YP_009725307.1	2796	284	35	46	81
neut	YP_009725307.1	2796	285	32	45	77
neut	YP_009725307.1	2796	286	33	47	80
neut	YP_009725307.1	2796	287	25	37	62
neut	YP_009725307.1	2796	288	28	48	76
neut	YP_009725307.1	2796	289	23	42	65
neut	YP_009725307.1	2796	290	22	43	65
neut	YP_009725307.1	2796	291	22	39	61
neut	YP_009725307.1	2796	292	27	38	65
neut	YP_009725307.1	2796	293	24	37	61
neut	YP_009725307.1	2796	294	17	31	48
neut	YP_009725307.1	2796	295	28	54	82
neut	YP_009725307.1	2796	296	20	42	62
neut	YP_009725307.1	2796	297	21	47	68
neut	YP_009725307.1	2796	298	18	37	55
neut	YP_009725307.1	2796	299	26	47	73
neut	YP_009725307.1	2796	300	25	57	82
neut	YP_009725307.1	2796	301	25	49	74
neut	YP_009725307.1	2796	302	27	61	88
neut	YP_009725307.1	2796	303	22	44	66
neut	YP_009725307.1	2796	304	31	62	93
neut	YP_009725307.1	2796	305	20	43	63
neut	YP_009725307.1	2796	306	31	57	88
neut	YP_009725307.1	2796	307	25	49	74
neut	YP_009725307.1	2796	308	28	49	77
neut	YP_009725307.1	2796	309	26	47	73
neut	YP_009725307.1	2796	310	30	45	75
neut	YP_009725307.1	2796	311	33	61	94
neut	YP_009725307.1	2796	312	29	52	81
neut	YP_009725307.1	2796	313	36	62	98
neut	YP_009725307.1	2796	314	35	59	94
neut	YP_009725307.1	2796	315	40	67	107
neut	YP_009725307.1	2796	316	35	54	89
neut	YP_009725307.1	2796	317	37	61	98
neut	YP_009725307.1	2796	318	35	47	82
neut	YP_009725307.1	2796	319	29	50	79
neut	YP_009725307.1	2796	320	33	53	86
neut	YP_009725307.1	2796	321	34	52	86
neut	YP_009725307.1	2796	322	34	50	84
neut	YP_009725307.1	2796	323	35	45	80
neut	YP_009725307.1	2796	324	34	55	89
neut	YP_009725307.1	2796	325	36	44	80
neut	YP_009725307.1	2796	326	35	52	87
neut	YP_009725307.1	2796	327	38	47	85
neut	YP_009725307.1	2796	328	38	49	87
neut	YP_009725307.1	2796	329	37	44	81
neut	YP_009725307.1	2796	330	36	42	78
neut	YP_009725307.1	2796	331	39	45	84
neut	YP_009725307.1	2796	332	42	51	93
neut	YP_009725307.1	2796	333	40	49	89
neut	YP_009725307.1	2796	334	42	50	92
neut	YP_009725307.1	2796	335	40	44	84
neut	YP_009725307.1	2796	336	42	45	87
neut	YP_009725307.1	2796	337	42	52	94
neut	YP_009725307.1	2796	338	43	44	87
neut	YP_009725307.1	2796	339	41	52	93
neut	YP_009725307.1	2796	340	43	46	89
neut	YP_009725307.1	2796	341	44	44	88
neut	YP_009725307.1	2796	342	43	51	94
neut	YP_009725307.1	2796	343	41	44	85
neut	YP_009725307.1	2796	344	44	45	89
neut	YP_009725307.1	2796	345	42	55	97
neut	YP_009725307.1	2796	346	40	56	96
neut	YP_009725307.1	2796	347	44	65	109
neut	YP_009725307.1	2796	348	45	59	104
neut	YP_009725307.1	2796	349	40	62	102
neut	YP_009725307.1	2796	350	41	66	107
neut	YP_009725307.1	2796	351	41	57	98
neut	YP_009725307.1	2796	352	43	58	101
neut	YP_009725307.1	2796	353	44	56	100
neut	YP_009725307.1	2796	354	42	62	104
neut	YP_009725307.1	2796	355	40	57	97
neut	YP_009725307.1	2796	356	41	64	105
neut	YP_009725307.1	2796	357	42	56	98
neut	YP_009725307.1	2796	358	42	59	101
neut	YP_009725307.1	2796	359	41	67	108
neut	YP_009725307.1	2796	360	41	65	106
neut	YP_009725307.1	2796	361	40	53	93
neut	YP_009725307.1	2796	362	42	79	121
neut	YP_009725307.1	2796	363	40	65	105
neut	YP_009725307.1	2796	364	42	57	99
neut	YP_009725307.1	2796	365	42	86	128
neut	YP_009725307.1	2796	366	42	88	130
neut	YP_009725307.1	2796	367	42	66	108
neut	YP_009725307.1	2796	368	41	84	125
neut	YP_009725307.1	2796	369	41	61	102
neut	YP_009725307.1	2796	370	40	73	113
neut	YP_009725307.1	2796	371	41	74	115
neut	YP_009725307.1	2796	372	41	70	111
neut	YP_009725307.1	2796	373	42	57	99
neut	YP_009725307.1	2796	374	41	74	115
neut	YP_009725307.1	2796	375	40	70	110
neut	YP_009725307.1	2796	376	40	82	122
neut	YP_009725307.1	2796	377	41	81	122
neut	YP_009725307.1	2796	378	40	74	114
neut	YP_009725307.1	2796	379	41	57	98
neut	YP_009725307.1	2796	380	40	76	116
neut	YP_009725307.1	2796	381	41	82	123
neut	YP_009725307.1	2796	382	40	82	122
neut	YP_009725307.1	2796	383	41	60	101
neut	YP_009725307.1	2796	384	40	80	120
neut	YP_009725307.1	2796	385	41	57	98
neut	YP_009725307.1	2796	386	40	71	111
neut	YP_009725307.1	2796	387	41	80	121
neut	YP_009725307.1	2796	388	40	87	127
neut	YP_009725307.1	2796	389	40	70	110
neut	YP_009725307.1	2796	390	40	76	116
neut	YP_009725307.1	2796	391	40	82	122
neut	YP_009725307.1	2796	392	40	81	121
neut	YP_009725307.1	2796	393	40	92	132
neut	YP_009725307.1	2796	394	40	96	136
neut	YP_009725307.1	2796	395	40	70	110
neut	YP_009725307.1	2796	396	40	94	134
neut	YP_009725307.1	2796	397	40	71	111
neut	YP_009725307.1	2796	398	40	83	123
neut	YP_009725307.1	2796	399	40	82	122
neut	YP_009725307.1	2796	400	40	71	111
neut	YP_009725307.1	2796	401	41	75	116
neut	YP_009725307.1	2796	402	40	64	104
neut	YP_009725307.1	2796	403	40	65	105
neut	YP_009725307.1	2796	404	42	70	112
neut	YP_009725307.1	2796	405	42	90	132
neut	YP_009725307.1	2796	406	40	80	120
neut	YP_009725307.1	2796	407	41	78	119
neut	YP_009725307.1	2796	408	40	82	122
neut	YP_009725307.1	2796	409	40	76	116
neut	YP_009725307.1	2796	410	41	73	114
neut	YP_009725307.1	2796	411	40	76	116
neut	YP_009725307.1	2796	412	40	77	117
neut	YP_009725307.1	2796	413	40	101	141
neut	YP_009725307.1	2796	414	40	81	121
neut	YP_009725307.1	2796	415	40	84	124
neut	YP_009725307.1	2796	416	40	82	122
neut	YP_009725307.1	2796	417	40	81	121
neut	YP_009725307.1	2796	418	40	62	102
neut	YP_009725307.1	2796	419	40	68	108
neut	YP_009725307.1	2796	420	40	77	117
neut	YP_009725307.1	2796	421	41	74	115
neut	YP_009725307.1	2796	422	41	77	118
neut	YP_009725307.1	2796	423	40	64	104
neut	YP_009725307.1	2796	424	41	83	124
neut	YP_009725307.1	2796	425	40	87	127
neut	YP_009725307.1	2796	426	41	102	143
neut	YP_009725307.1	2796	427	40	89	129
neut	YP_009725307.1	2796	428	40	97	137
neut	YP_009725307.1	2796	429	40	102	142
neut	YP_009725307.1	2796	430	40	90	130
neut	YP_009725307.1	2796	431	40	83	123
neut	YP_009725307.1	2796	432	40	81	121
neut	YP_009725307.1	2796	433	40	100	140
neut	YP_009725307.1	2796	434	41	91	132
neut	YP_009725307.1	2796	435	44	98	142
neut	YP_009725307.1	2796	436	43	79	122
neut	YP_009725307.1	2796	437	41	102	143
neut	YP_009725307.1	2796	438	40	78	118
neut	YP_009725307.1	2796	439	41	86	127
neut	YP_009725307.1	2796	440	40	98	138
neut	YP_009725307.1	2796	441	40	92	132
neut	YP_009725307.1	2796	442	42	95	137
neut	YP_009725307.1	2796	443	43	87	130
neut	YP_009725307.1	2796	444	42	87	129
neut	YP_009725307.1	2796	445	43	97	140
neut	YP_009725307.1	2796	446	44	83	127
neut	YP_009725307.1	2796	447	44	95	139
neut	YP_009725307.1	2796	448	46	103	149
neut	YP_009725307.1	2796	449	44	86	130
neut	YP_009725307.1	2796	450	49	89	138
neut	YP_009725307.1	2796	451	47	82	129
neut	YP_009725307.1	2796	452	43	113	156
neut	YP_009725307.1	2796	453	44	101	145
neut	YP_009725307.1	2796	454	47	93	140
neut	YP_009725307.1	2796	455	47	118	165
neut	YP_009725307.1	2796	456	45	107	152
neut	YP_009725307.1	2796	457	44	124	168
neut	YP_009725307.1	2796	458	45	115	160
neut	YP_009725307.1	2796	459	44	128	172
neut	YP_009725307.1	2796	460	44	106	150
neut	YP_009725307.1	2796	461	45	109	154
neut	YP_009725307.1	2796	462	43	107	150
neut	YP_009725307.1	2796	463	44	117	161
neut	YP_009725307.1	2796	464	46	103	149
neut	YP_009725307.1	2796	465	46	103	149
neut	YP_009725307.1	2796	466	48	89	137
neut	YP_009725307.1	2796	467	48	99	147
neut	YP_009725307.1	2796	468	42	116	158
neut	YP_009725307.1	2796	469	48	91	139
neut	YP_009725307.1	2796	470	47	95	142
neut	YP_009725307.1	2796	471	48	97	145
neut	YP_009725307.1	2796	472	47	97	144
neut	YP_009725307.1	2796	473	46	103	149
neut	YP_009725307.1	2796	474	44	119	163
neut	YP_009725307.1	2796	475	44	116	160
neut	YP_009725307.1	2796	476	52	109	161
neut	YP_009725307.1	2796	477	48	99	147
neut	YP_009725307.1	2796	478	45	97	142
neut	YP_009725307.1	2796	479	45	105	150
neut	YP_009725307.1	2796	480	47	95	142
neut	YP_009725307.1	2796	481	47	108	155
neut	YP_009725307.1	2796	482	43	117	160
neut	YP_009725307.1	2796	483	50	106	156
neut	YP_009725307.1	2796	484	45	106	151
neut	YP_009725307.1	2796	485	46	108	154
neut	YP_009725307.1	2796	486	49	109	158
neut	YP_009725307.1	2796	487	46	104	150
neut	YP_009725307.1	2796	488	47	108	155
neut	YP_009725307.1	2796	489	50	98	148
neut	YP_009725307.1	2796	490	45	119	164
neut	YP_009725307.1	2796	491	52	99	151
neut	YP_009725307.1	2796	492	45	114	159
neut	YP_009725307.1	2796	493	46	113	159
neut	YP_009725307.1	2796	494	48	102	150
neut	YP_009725307.1	2796	495	47	105	152
neut	YP_009725307.1	2796	496	45	115	160
neut	YP_009725307.1	2796	497	43	122	165
neut	YP_009725307.1	2796	498	47	126	173
neut	YP_009725307.1	2796	499	45	128	173
neut	YP_009725307.1	2796	500	46	127	173
neut	YP_009725299.1	5835	1	0	1	1
neut	YP_009725299.1	5835	2	0	0	0
neut	YP_009725299.1	5835	3	1	2	3
neut	YP_009725299.1	5835	4	2	2	4
neut	YP_009725299.1	5835	5	1	4	5
neut	YP_009725299.1	5835	6	2	1	3
neut	YP_009725299.1	5835	7	1	4	5
neut	YP_009725299.1	5835	8	2	0	2
neut	YP_009725299.1	5835	9	1	1	2
neut	YP_009725299.1	5835	10	1	3	4
neut	YP_009725299.1	5835	11	0	5	5
neut	YP_009725299.1	5835	12	0	7	7
neut	YP_009725299.1	5835	13	1	4	5
neut	YP_009725299.1	5835	14	0	9	9
neut	YP_009725299.1	5835	15	3	2	5
neut	YP_009725299.1	5835	16	4	5	9
neut	YP_009725299.1	5835	17	3	3	6
neut	YP_009725299.1	5835	18	1	2	3
neut	YP_009725299.1	5835	19	0	5	5
neut	YP_009725299.1	5835	20	1	8	9
neut	YP_009725299.1	5835	21	0	3	3
neut	YP_009725299.1	5835	22	2	5	7
neut	YP_009725299.1	5835	23	2	5	7
neut	YP_009725299.1	5835	24	1	5	6
neut	YP_009725299.1	5835	25	1	7	8
neut	YP_009725299.1	5835	26	3	9	12
neut	YP_009725299.1	5835	27	2	5	7
neut	YP_009725299.1	5835	28	0	8	8
neut	YP_009725299.1	5835	29	1	7	8
neut	YP_009725299.1	5835	30	3	9	12
neut	YP_009725299.1	5835	31	2	5	7
neut	YP_009725299.1	5835	32	3	10	13
neut	YP_009725299.1	5835	33	4	9	13
neut	YP_009725299.1	5835	34	1	7	8
neut	YP_009725299.1	5835	35	4	10	14
neut	YP_009725299.1	5835	36	6	10	16
neut	YP_009725299.1	5835	37	3	15	18
neut	YP_009725299.1	5835	38	0	12	12
neut	YP_009725299.1	5835	39	2	4	6
neut	YP_009725299.1	5835	40	3	12	15
neut	YP_009725299.1	5835	41	3	10	13
neut	YP_009725299.1	5835	42	2	14	16
neut	YP_009725299.1	5835	43	2	6	8
neut	YP_009725299.1	5835	44	1	11	12
neut	YP_009725299.1	5835	45	5	14	19
neut	YP_009725299.1	5835	46	4	16	20
neut	YP_009725299.1	5835	47	2	10	12
neut	YP_009725299.1	5835	48	7	11	18
neut	YP_009725299.1	5835	49	7	12	19
neut	YP_009725299.1	5835	50	2	10	12
neut	YP_009725299.1	5835	51	4	13	17
neut	YP_009725299.1	5835	52	6	11	17
neut	YP_009725299.1	5835	53	6	9	15
neut	YP_009725299.1	5835	54	6	12	18
neut	YP_009725299.1	5835	55	5	18	23
neut	YP_009725299.1	5835	56	6	13	19
neut	YP_009725299.1	5835	57	7	9	16
neut	YP_009725299.1	5835	58	8	10	18
neut	YP_009725299.1	5835	59	7	11	18
neut	YP_009725299.1	5835	60	9	10	19
neut	YP_009725299.1	5835	61	11	12	23
neut	YP_009725299.1	5835	62	7	14	21
neut	YP_009725299.1	5835	63	7	10	17
neut	YP_009725299.1	5835	64	7	14	21
neut	YP_009725299.1	5835	65	6	20	26
neut	YP_009725299.1	5835	66	6	17	23
neut	YP_009725299.1	5835	67	8	15	23
neut	YP_009725299.1	5835	68	11	12	23
neut	YP_009725299.1	5835	69	9	11	20
neut	YP_009725299.1	5835	70	7	14	21
neut	YP_009725299.1	5835	71	11	15	26
neut	YP_009725299.1	5835	72	9	16	25
neut	YP_009725299.1	5835	73	9	14	23
neut	YP_009725299.1	5835	74	8	18	26
neut	YP_009725299.1	5835	75	5	14	19
neut	YP_009725299.1	5835	76	7	16	23
neut	YP_009725299.1	5835	77	5	19	24
neut	YP_009725299.1	5835	78	10	14	24
neut	YP_009725299.1	5835	79	11	18	29
neut	YP_009725299.1	5835	80	6	16	22
neut	YP_009725299.1	5835	81	11	12	23
neut	YP_009725299.1	5835	82	10	15	25
neut	YP_009725299.1	5835	83	10	14	24
neut	YP_009725299.1	5835	84	6	19	25
neut	YP_009725299.1	5835	85	11	22	33
neut	YP_009725299.1	5835	86	8	16	24
neut	YP_009725299.1	5835	87	12	18	30
neut	YP_009725299.1	5835	88	9	14	23
neut	YP_009725299.1	5835	89	13	8	21
neut	YP_009725299.1	5835	90	6	14	20
neut	YP_009725299.1	5835	91	6	19	25
neut	YP_009725299.1	5835	92	10	17	27
neut	YP_009725299.1	5835	93	10	15	25
neut	YP_009725299.1	5835	94	9	16	25
neut	YP_009725299.1	5835	95	14	13	27
neut	YP_009725299.1	5835	96	16	17	33
neut	YP_009725299.1	5835	97	15	13	28
neut	YP_009725299.1	5835	98	15	12	27
neut	YP_009725299.1	5835	99	18	7	25
neut	YP_009725299.1	5835	100	14	14	28
neut	YP_009725299.1	5835	101	13	13	26
neut	YP_009725299.1	5835	102	13	19	32
neut	YP_009725299.1	5835	103	10	19	29
neut	YP_009725299.1	5835	104	19	14	33
neut	YP_009725299.1	5835	105	15	13	28
neut	YP_009725299.1	5835	106	15	18	33
